Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,EP Room 4 Proc 1,EP Room 4 Proc 2,EP Room 4 Proc 3,EP Room 4 Proc 4,EP Room 4 Proc 5,EP Room 4 Proc 6,EP Room 4 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6,Overflow Proc 7
21,"(3460, 158.59)","(2413, 153.61)","(565, 116.24)","(3344, 104.91)","(557, 87.21)",0.0,"(698, 202.2)","(2754, 125.76)","(2124, 114.32)","(572, 101.62)",0.0,0.0,"(2061, 180.88)","(2862, 128.37)","(2932, 120.97)","(2430, 103.56)","(3210, 74.89)",0.0,"(1532, 166.06)","(1552, 143.59)","(599, 119.71)","(1712, 103.66)","(1710, 99.04)",0.0,"(2075, 160.92)","(667, 144.92)","(2441, 124.77)","(1696, 102.72)","(2407, 92.13)",0.0,"(3810, 226.94)","(3686, 181.8)","(2916, 145.79)","(932, 33.75)",0.0,0.0,0.0,"(3695, 226.94)","(997, 181.8)","(2946, 153.3)","(3109, 10.32)",0.0,0.0,0.0,"(1006, 226.94)","(2314, 209.6)","(2911, 125.53)","(3104, 4.35)",0.0,0.0,0.0,"(2224, 351.04)","(3801, 181.8)","(3100, 37.1)",0.0,0.0,0.0,0.0,"(2055, 170.75)",0.0,0.0,0.0,0.0,0.0,0.0
22,"(3280, 189.0)","(536, 92.26)",0.0,0.0,0.0,0.0,"(202, 141.35)","(1464, 101.2)","(1334, 105.29)",0.0,0.0,0.0,"(396, 114.74)","(375, 112.12)","(203, 84.89)",0.0,0.0,0.0,"(2065, 221.56)","(1269, 89.96)",0.0,0.0,0.0,0.0,"(1635, 144.45)","(1298, 97.89)","(1189, 22.0)",0.0,0.0,0.0,"(2376, 327.85)","(2564, 47.58)",0.0,0.0,0.0,0.0,0.0,"(2495, 182.73)","(2503, 177.93)","(2618, 22.18)",0.0,0.0,0.0,0.0,"(3822, 316.51)","(2632, 101.67)",0.0,0.0,0.0,0.0,0.0,"(1018, 316.51)","(3024, 134.87)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,"(847, 340.11)",0.0,0.0,0.0,0.0,0.0,"(1412, 128.45)","(199, 105.54)","(261, 83.9)",0.0,0.0,0.0,"(1634, 147.62)","(434, 95.65)","(41, 152.06)",0.0,0.0,0.0,"(693, 204.8)","(1573, 91.74)",0.0,0.0,0.0,0.0,"(1597, 116.5)","(1723, 108.09)","(267, 86.53)",0.0,0.0,0.0,"(2311, 326.86)","(2475, 87.53)",0.0,0.0,0.0,0.0,0.0,"(3707, 316.51)","(2604, 119.63)",0.0,0.0,0.0,0.0,0.0,"(3537, 266.12)","(3493, 150.63)",0.0,0.0,0.0,0.0,0.0,"(3617, 340.78)","(3112, 40.12)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,"(327, 171.86)","(2864, 127.65)","(411, 106.54)","(3205, 76.12)",0.0,0.0,"(1373, 146.53)","(1918, 133.22)","(381, 110.13)","(3406, 87.52)",0.0,0.0,"(347, 284.15)","(2843, 109.69)","(3312, 79.37)","(783, 115.05)",0.0,0.0,"(715, 216.59)","(1737, 115.33)","(541, 99.24)","(768, 70.19)",0.0,0.0,"(3357, 160.44)","(1902, 127.72)","(2757, 109.68)","(2780, 79.03)","(3118, 10.0)",0.0,"(2991, 259.18)","(2196, 178.56)","(2217, 176.08)",0.0,0.0,0.0,0.0,"(2256, 349.22)","(3645, 177.87)","(2473, 103.5)",0.0,0.0,0.0,0.0,"(3548, 540.79)","(2664, 30.0)","(2593, 20.0)","(3107, 15.0)",0.0,0.0,0.0,"(3668, 242.57)","(3011, 228.37)","(1005, 133.67)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,"(708, 146.56)","(2562, 128.97)","(817, 110.49)","(666, 95.55)",0.0,0.0,"(1431, 190.04)","(1430, 122.42)","(810, 105.86)","(465, 75.57)",0.0,0.0,"(925, 208.03)","(1850, 121.32)","(427, 105.55)","(3140, 57.35)",0.0,0.0,"(907, 252.66)","(1788, 111.82)","(2841, 99.1)","(2304, 42.25)",0.0,0.0,"(2810, 146.44)","(1616, 136.32)","(3245, 110.08)","(3378, 80.2)","(2308, 29.0)",0.0,"(2229, 349.86)","(3760, 177.87)","(3115, 95.28)",0.0,0.0,0.0,0.0,"(2227, 294.07)","(956, 177.87)","(3694, 133.67)",0.0,0.0,0.0,0.0,"(2708, 249.23)","(2264, 207.47)","(3041, 165.97)",0.0,0.0,0.0,0.0,"(979, 242.57)","(3783, 242.57)","(3809, 133.67)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"(2452, 210.88)","(2836, 109.98)","(2445, 99.74)","(1542, 84.0)","(3190, 62.0)",0.0,"(2007, 137.76)","(2773, 133.39)","(2460, 109.24)","(590, 95.94)","(1694, 64.0)","(3195, 32.0)","(759, 156.87)","(613, 118.7)","(2728, 104.28)","(1653, 99.18)","(1736, 63.21)","(1565, 69.05)","(2094, 169.38)","(2429, 117.65)","(562, 100.34)","(1977, 86.89)","(1626, 82.23)",0.0,"(2032, 144.95)","(585, 130.27)","(710, 107.48)","(775, 92.05)","(1657, 72.54)",0.0,"(2266, 301.66)","(3732, 160.45)","(2578, 60.0)","(2257, 20.0)",0.0,0.0,0.0,"(2656, 180.85)","(1043, 160.45)","(2931, 92.57)","(2894, 75.7)","(163, 30.0)",0.0,0.0,"(2677, 174.97)","(2598, 164.07)","(2960, 136.43)","(2918, 56.33)",0.0,0.0,0.0,"(2388, 338.14)","(3847, 160.45)","(581, 118.85)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"(3288, 249.45)","(399, 87.31)","(808, 170.49)",0.0,0.0,0.0,"(784, 130.17)","(3289, 128.95)","(482, 76.82)","(218, 54.0)",0.0,0.0,"(1690, 148.83)","(1539, 109.04)","(1655, 82.32)",0.0,0.0,0.0,"(2085, 180.12)","(264, 92.58)","(1660, 65.88)",0.0,0.0,0.0,"(3353, 180.5)","(1511, 90.74)","(248, 66.73)",0.0,0.0,0.0,"(3625, 392.02)","(2619, 32.62)",0.0,0.0,0.0,0.0,0.0,"(3076, 229.48)","(3501, 120.0)","(75, 65.9)","(2636, 29.45)",0.0,0.0,0.0,"(2316, 215.29)","(3492, 146.03)","(2682, 54.15)","(2588, 22.48)",0.0,0.0,0.0,"(2693, 206.89)","(2596, 175.92)","(3419, 37.68)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,"(1615, 138.97)","(3600, 116.91)","(646, 84.25)",0.0,0.0,0.0,"(1279, 269.6)","(1558, 69.49)",0.0,0.0,0.0,0.0,"(816, 214.75)","(515, 87.49)","(224, 62.0)",0.0,0.0,0.0,"(2020, 161.77)","(3345, 102.28)","(369, 75.09)",0.0,0.0,0.0,"(1369, 142.51)","(3434, 109.36)","(1320, 84.61)","(1988, 174.45)",0.0,0.0,"(3534, 292.47)","(3030, 106.1)","(2665, 30.0)","(2700, 25.18)",0.0,0.0,0.0,"(2283, 344.67)","(3533, 90.77)","(3123, 23.0)",0.0,0.0,0.0,0.0,"(2501, 614.57)",0.0,0.0,0.0,0.0,0.0,0.0,"(2203, 208.08)","(3551, 157.5)","(2524, 47.58)","(2487, 26.22)","(2535, 6.17)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,"(782, 136.71)","(2760, 101.56)","(684, 145.82)",0.0,0.0,0.0,"(828, 144.31)","(3372, 90.52)","(3197, 73.5)",0.0,0.0,0.0,"(1363, 244.84)",0.0,0.0,0.0,0.0,0.0,"(2779, 123.46)","(871, 111.26)","(502, 75.94)",0.0,0.0,0.0,"(689, 198.83)","(3341, 85.4)",0.0,0.0,0.0,0.0,"(2228, 308.15)","(2986, 201.09)","(2945, 100.0)",0.0,0.0,0.0,0.0,"(73, 280.43)","(2336, 270.35)",0.0,0.0,0.0,0.0,0.0,"(3719, 411.92)","(2987, 99.4)","(3120, 15.7)","(2499, 15.05)",0.0,0.0,0.0,"(1030, 411.92)","(88, 118.37)","(3573, 2.95)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"(507, 147.83)","(1125, 89.65)","(1730, 70.49)",0.0,0.0,0.0,"(2768, 143.15)","(345, 92.09)","(1120, 72.08)",0.0,0.0,0.0,"(1370, 125.83)","(307, 107.34)","(1216, 82.77)",0.0,0.0,0.0,"(811, 118.24)","(1402, 115.52)","(3369, 79.34)",0.0,0.0,0.0,"(334, 135.22)","(1122, 103.04)",0.0,0.0,0.0,0.0,"(100, 315.62)","(3522, 164.46)","(1078, 37.07)",0.0,0.0,0.0,0.0,"(3834, 411.92)","(2992, 57.0)","(3016, 39.88)","(2291, 37.07)",0.0,0.0,0.0,"(2385, 362.49)","(93, 147.43)","(2329, 22.18)",0.0,0.0,0.0,0.0,"(3557, 307.52)","(2305, 213.01)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1210, 231.47)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"(1325, 181.34)","(1639, 124.28)","(412, 107.61)","(1896, 93.98)","(1728, 76.0)",0.0,"(1324, 165.02)","(1560, 135.74)","(1892, 110.77)","(2080, 95.08)","(523, 79.05)",0.0,"(2118, 152.96)","(3297, 139.84)","(209, 112.69)","(539, 98.85)","(459, 82.84)",0.0,"(3277, 267.14)","(1980, 117.19)","(1821, 103.01)","(1513, 84.31)",0.0,0.0,"(1771, 177.83)","(1559, 126.92)","(196, 109.68)","(1659, 92.96)","(1319, 69.32)",0.0,"(1008, 290.92)","(2601, 197.98)","(3418, 48.03)","(2560, 23.55)",0.0,0.0,0.0,"(3615, 462.34)","(3053, 148.5)",0.0,0.0,0.0,0.0,0.0,"(2553, 260.97)","(3764, 249.77)","(129, 46.43)","(139, 10.58)",0.0,0.0,0.0,"(2272, 288.04)","(2702, 240.33)","(2149, 37.68)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,"(1423, 170.21)","(1247, 130.15)","(1339, 111.16)","(2076, 96.28)",0.0,0.0,"(2116, 247.86)","(501, 118.55)","(1222, 104.61)","(1582, 91.42)",0.0,0.0,"(1209, 254.94)","(1473, 117.58)","(1632, 103.03)","(256, 85.94)",0.0,0.0,"(273, 145.62)","(1784, 144.19)","(257, 113.44)","(2109, 100.17)","(430, 83.48)",0.0,"(1827, 159.39)","(3604, 136.53)","(1297, 112.18)","(1283, 96.85)","(1602, 82.1)",0.0,"(960, 249.77)","(3649, 249.77)",0.0,0.0,0.0,0.0,0.0,"(2248, 306.17)","(3662, 167.18)","(2552, 105.03)",0.0,0.0,0.0,0.0,"(3697, 290.92)","(3055, 184.27)","(3138, 13.78)","(1075, 10.0)",0.0,0.0,0.0,"(3812, 290.92)","(973, 167.18)","(3777, 167.18)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"(2741, 185.04)","(846, 126.41)","(1268, 100.69)",0.0,0.0,0.0,"(1838, 161.44)","(2743, 130.0)","(733, 102.45)","(895, 111.71)",0.0,0.0,"(835, 140.54)","(720, 133.87)","(790, 108.61)","(371, 84.77)",0.0,0.0,"(1314, 564.94)",0.0,0.0,0.0,0.0,0.0,"(1213, 140.8)","(1203, 133.44)","(778, 109.65)","(1467, 82.57)",0.0,0.0,"(1003, 410.33)","(3147, 31.93)",0.0,0.0,0.0,0.0,0.0,"(1029, 208.19)","(3833, 208.19)","(3166, 7.92)",0.0,0.0,0.0,0.0,"(2638, 264.42)","(91, 157.69)",0.0,0.0,0.0,0.0,0.0,"(3807, 410.33)","(2519, 53.05)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"(2871, 139.33)","(354, 135.59)","(280, 107.63)","(885, 92.53)",0.0,0.0,"(1815, 142.15)","(426, 131.2)","(1208, 114.95)","(1966, 80.0)",0.0,0.0,"(892, 165.81)","(812, 126.62)","(1152, 101.23)","(283, 63.11)",0.0,0.0,"(1281, 258.26)","(2776, 116.76)","(1345, 94.61)",0.0,0.0,0.0,"(1306, 222.7)","(1756, 125.75)","(738, 99.83)",0.0,0.0,0.0,"(3692, 410.33)","(174, 33.75)","(1076, 31.0)","(3558, 25.75)",0.0,0.0,0.0,"(3516, 330.89)","(2980, 122.23)","(3566, 30.0)","(1061, 6.17)",0.0,0.0,0.0,"(67, 232.27)","(2502, 165.69)","(86, 98.53)",0.0,0.0,0.0,0.0,"(3718, 208.19)","(98, 198.08)","(2994, 87.6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"(2792, 185.41)","(702, 116.44)","(5, 97.82)","(3230, 80.0)",0.0,0.0,"(1304, 194.04)","(615, 113.66)","(33, 91.84)","(621, 88.46)",0.0,0.0,"(609, 195.41)","(2, 107.67)","(1554, 92.3)","(1697, 88.63)",0.0,0.0,"(797, 125.87)","(40, 121.94)","(3189, 99.26)","(1606, 90.85)","(3183, 74.73)",0.0,"(363, 138.21)","(766, 116.46)","(1658, 99.0)","(567, 88.82)",0.0,0.0,"(2963, 342.99)",0.0,0.0,0.0,0.0,0.0,0.0,"(2241, 276.79)",0.0,0.0,0.0,0.0,0.0,0.0,"(2299, 213.15)","(2951, 32.35)","(2542, 16.33)",0.0,0.0,0.0,0.0,"(2633, 135.17)","(2953, 81.27)","(3135, 30.02)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"(1762, 211.94)","(1871, 132.62)","(228, 97.98)","(3242, 82.43)",0.0,0.0,"(896, 341.11)","(51, 104.02)","(1450, 78.45)",0.0,0.0,0.0,"(2013, 159.57)","(653, 148.71)","(1839, 122.51)","(388, 84.19)","(1739, 117.9)",0.0,"(1182, 185.15)","(1860, 134.28)","(431, 108.47)","(1158, 89.95)",0.0,0.0,"(2006, 172.51)","(867, 137.55)","(1352, 118.05)","(1993, 88.57)","(252, 112.11)",0.0,"(3839, 383.78)","(2697, 171.21)","(362, 47.58)",0.0,0.0,0.0,0.0,"(2368, 307.13)","(3633, 191.94)","(2690, 81.7)",0.0,0.0,0.0,0.0,"(3724, 383.78)","(2599, 177.3)","(3413, 31.08)",0.0,0.0,0.0,0.0,"(1035, 383.78)","(2691, 179.86)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,"(1451, 155.71)","(1627, 153.32)","(420, 120.22)","(244, 84.93)",0.0,0.0,"(1799, 238.61)","(270, 130.24)","(185, 96.54)",0.0,0.0,0.0,"(60, 193.95)","(1154, 133.15)","(470, 106.12)","(3194, 82.43)",0.0,0.0,"(3262, 168.92)","(27, 140.92)","(839, 118.53)","(254, 88.06)",0.0,0.0,"(2042, 245.1)","(776, 125.49)","(744, 95.92)",0.0,0.0,0.0,"(978, 236.24)","(3667, 236.24)","(2707, 151.73)",0.0,0.0,0.0,0.0,"(2342, 296.33)","(944, 191.94)","(3538, 104.13)","(1057, 12.4)",0.0,0.0,0.0,"(3626, 336.79)","(3748, 191.94)","(3121, 48.22)","(2523, 38.8)",0.0,0.0,0.0,"(3062, 250.39)","(3782, 236.24)","(3061, 139.93)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"(2041, 172.41)","(2817, 110.53)","(1128, 93.92)","(379, 70.34)",0.0,0.0,"(554, 274.64)","(3579, 94.62)","(529, 85.63)",0.0,0.0,0.0,"(1538, 123.89)","(1132, 122.73)","(3248, 106.27)","(3443, 92.41)",0.0,0.0,"(3593, 162.2)","(3424, 111.38)","(1622, 96.53)","(1104, 78.23)",0.0,0.0,"(921, 193.17)","(3214, 109.11)","(3188, 93.88)","(1698, 68.85)",0.0,0.0,"(3753, 241.05)","(2215, 58.13)","(151, 48.02)",0.0,0.0,0.0,0.0,"(3704, 232.1)","(2211, 130.87)",0.0,0.0,0.0,0.0,0.0,"(949, 241.05)","(2182, 60.1)","(154, 23.22)","(2644, 22.75)",0.0,0.0,0.0,"(3482, 345.97)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"(3386, 634.8)",0.0,0.0,0.0,0.0,0.0,"(1948, 212.98)","(3247, 108.78)","(1713, 92.72)","(1666, 64.94)",0.0,0.0,"(3286, 162.64)","(1119, 110.87)","(3586, 101.17)","(1112, 74.55)",0.0,0.0,"(1857, 135.99)","(2078, 117.13)","(840, 103.98)","(2724, 87.45)","(2813, 50.0)",0.0,"(1912, 133.23)","(530, 119.18)","(1492, 106.26)","(436, 87.2)","(3575, 97.02)",0.0,"(3020, 147.35)","(69, 146.73)","(122, 24.87)","(2172, 33.75)",0.0,0.0,0.0,"(1015, 232.1)","(3018, 135.17)",0.0,0.0,0.0,0.0,0.0,"(3638, 241.05)","(2194, 59.0)","(2171, 33.75)","(2174, 29.98)",0.0,0.0,0.0,"(3819, 232.1)","(3034, 66.67)","(124, 24.03)","(2154, 30.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"(2056, 219.73)","(1614, 119.46)","(1984, 102.64)","(628, 90.81)",0.0,0.0,"(728, 203.56)","(2800, 123.64)","(633, 113.09)","(611, 93.1)",0.0,0.0,"(2793, 201.88)","(753, 131.46)","(770, 106.99)","(1718, 92.06)",0.0,0.0,"(1576, 167.03)","(3208, 133.08)","(1674, 119.41)","(640, 96.5)","(623, 79.26)",0.0,"(1637, 160.05)","(1981, 155.1)","(560, 115.57)","(1699, 94.12)","(3239, 71.7)",0.0,"(3717, 184.46)","(989, 146.03)","(2922, 142.23)",0.0,0.0,0.0,0.0,"(1028, 184.46)","(2928, 173.74)","(2131, 124.62)",0.0,0.0,0.0,0.0,"(2363, 224.11)","(3793, 146.03)","(2223, 57.0)","(179, 16.12)",0.0,0.0,0.0,"(3832, 184.46)","(3678, 146.03)","(2365, 62.22)","(140, 46.87)","(178, 15.05)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"(3338, 358.91)","(370, 90.46)","(229, 107.92)",0.0,0.0,0.0,"(1261, 211.3)","(3394, 136.34)","(255, 100.32)","(3285, 20.0)","(1070, 66.2)",0.0,"(2694, 178.23)","(1505, 143.57)","(439, 103.48)","(3229, 86.6)","(1073, 32.62)",0.0,"(1385, 169.55)","(1489, 147.37)","(3022, 118.03)","(1877, 79.91)",0.0,0.0,"(1350, 156.14)","(2558, 154.44)","(3596, 118.53)","(259, 83.24)","(1055, 23.27)",0.0,"(3683, 306.77)","(3614, 299.27)",0.0,0.0,0.0,0.0,0.0,"(2231, 319.36)","(3659, 221.75)","(3679, 84.8)",0.0,0.0,0.0,0.0,"(3780, 382.14)","(3849, 197.67)","(1065, 37.0)",0.0,0.0,0.0,0.0,"(976, 382.14)","(1045, 197.67)","(1069, 46.87)",0.0,0.0,0.0,0.0,"(3064, 71.03)",0.0,0.0,0.0,0.0,0.0,0.0
43,"(3071, 173.56)","(1404, 146.69)","(3304, 108.66)","(277, 83.35)",0.0,0.0,"(2527, 189.0)","(1613, 140.64)","(1662, 103.13)","(3032, 81.13)",0.0,0.0,"(2089, 268.25)","(487, 122.34)","(528, 87.21)",0.0,0.0,0.0,"(1783, 210.7)","(1997, 140.62)","(57, 95.89)","(3199, 73.61)",0.0,0.0,"(1280, 166.81)","(1443, 151.36)","(483, 110.59)","(223, 85.08)",0.0,0.0,"(3798, 306.77)","(970, 221.75)","(990, 84.8)",0.0,0.0,0.0,0.0,"(3665, 382.14)","(3734, 197.67)","(2658, 23.22)",0.0,0.0,0.0,0.0,"(2320, 321.5)","(3774, 221.75)","(3794, 84.8)",0.0,0.0,0.0,0.0,"(994, 306.77)","(3555, 305.79)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"(292, 233.58)","(2767, 139.51)","(856, 93.23)","(889, 105.41)",0.0,0.0,"(1415, 234.99)","(2729, 135.46)","(1953, 96.92)","(850, 77.24)",0.0,0.0,"(1151, 190.51)","(2854, 139.75)","(1891, 102.28)","(2785, 88.72)",0.0,0.0,"(813, 174.88)","(2738, 174.71)","(437, 99.62)","(1963, 176.54)",0.0,0.0,"(1341, 265.13)","(1371, 124.53)","(454, 92.25)",0.0,0.0,0.0,"(2321, 373.58)",0.0,0.0,0.0,0.0,0.0,0.0,"(2339, 260.47)","(2719, 190.01)",0.0,0.0,0.0,0.0,0.0,"(3520, 301.55)","(2978, 157.5)",0.0,0.0,0.0,0.0,0.0,"(3752, 332.3)","(87, 5.37)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,"(3327, 181.92)","(879, 140.44)","(1241, 114.34)","(1207, 81.21)",0.0,0.0,"(884, 437.91)","(522, 65.41)",0.0,0.0,0.0,0.0,"(305, 196.99)","(1266, 139.69)","(899, 100.03)","(395, 71.95)",0.0,0.0,"(2786, 175.16)","(1343, 153.92)","(1773, 103.0)","(3243, 91.05)",0.0,0.0,"(303, 179.23)","(2090, 141.27)","(643, 119.99)","(481, 65.4)",0.0,0.0,"(948, 332.3)","(2529, 108.3)",0.0,0.0,0.0,0.0,0.0,"(3637, 332.3)","(2151, 35.93)",0.0,0.0,0.0,0.0,0.0,"(2269, 325.64)","(2709, 128.9)",0.0,0.0,0.0,0.0,0.0,"(2273, 289.84)","(79, 178.5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,"(793, 255.69)","(627, 128.84)","(1663, 101.56)","(1569, 89.63)",0.0,0.0,"(2788, 264.9)","(3445, 118.09)","(2849, 101.85)","(3423, 90.77)",0.0,0.0,"(24, 184.48)","(1587, 182.21)","(2059, 103.74)","(803, 92.39)","(1733, 70.0)",0.0,"(1958, 251.97)","(2021, 148.75)","(574, 92.95)","(3462, 85.49)",0.0,0.0,"(2067, 274.69)","(1516, 114.43)","(602, 96.04)","(2106, 90.44)",0.0,0.0,"(3845, 337.02)","(2936, 176.39)","(2290, 31.0)","(2584, 22.38)","(2879, 16.73)",0.0,0.0,"(3730, 337.02)","(2935, 170.3)","(607, 82.06)",0.0,0.0,0.0,0.0,"(2310, 362.07)","(1670, 126.46)","(2569, 82.2)","(2948, 15.7)",0.0,0.0,0.0,"(1041, 337.02)","(2267, 239.32)","(2259, 13.87)",0.0,0.0,0.0,0.0,"(556, 85.14)","(1693, 72.68)",0.0,0.0,0.0,0.0,0.0
47,"(1785, 185.53)","(2066, 130.22)","(1874, 111.56)","(1755, 87.48)",0.0,0.0,"(53, 158.43)","(1536, 130.69)","(1441, 114.9)","(3465, 111.18)",0.0,0.0,"(1347, 149.94)","(1181, 132.33)","(1745, 123.3)","(1947, 96.08)","(1683, 72.71)",0.0,"(3421, 152.16)","(2054, 130.82)","(1273, 121.72)","(410, 107.59)",0.0,0.0,"(1257, 138.82)","(1290, 138.82)","(1904, 127.53)","(44, 106.6)","(3455, 44.0)",0.0,"(3498, 415.82)",0.0,0.0,0.0,0.0,0.0,0.0,"(3505, 322.99)","(3078, 75.97)","(2595, 25.08)",0.0,0.0,0.0,0.0,"(2489, 363.05)","(2513, 57.0)",0.0,0.0,0.0,0.0,0.0,"(3048, 210.78)","(2517, 199.7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,"(2128, 144.0)","(1219, 135.18)","(3367, 126.98)","(1812, 95.09)","(455, 78.06)",0.0,"(3292, 280.26)","(524, 125.0)","(2012, 105.59)","(3176, 60.0)",0.0,0.0,"(1367, 182.15)","(1869, 130.65)","(1578, 113.14)","(1841, 94.59)",0.0,0.0,"(3603, 152.03)","(3606, 131.62)","(473, 120.89)","(30, 107.66)",0.0,0.0,"(825, 296.27)","(1915, 113.29)","(1437, 94.75)","(1227, 70.0)",0.0,0.0,"(3047, 254.54)","(3077, 154.33)",0.0,0.0,0.0,0.0,0.0,"(2301, 255.1)","(2715, 128.17)",0.0,0.0,0.0,0.0,0.0,"(3624, 356.08)",0.0,0.0,0.0,0.0,0.0,0.0,"(2246, 296.74)","(2546, 119.93)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,"(325, 273.97)","(1469, 121.39)","(1215, 100.58)","(553, 20.0)",0.0,0.0,"(1286, 151.26)","(1420, 135.57)","(875, 114.65)","(286, 97.42)","(918, 109.29)",0.0,"(1855, 155.15)","(2818, 132.92)","(1878, 112.31)","(1831, 99.08)",0.0,0.0,"(333, 196.81)","(866, 125.54)","(821, 109.2)","(1465, 82.77)",0.0,0.0,"(826, 210.05)","(920, 123.6)","(1729, 106.94)","(713, 81.41)",0.0,0.0,"(109, 380.58)","(2464, 29.0)",0.0,0.0,0.0,0.0,0.0,"(2983, 343.17)","(3562, 94.07)",0.0,0.0,0.0,0.0,0.0,"(2591, 300.72)","(92, 49.07)","(2646, 48.03)",0.0,0.0,0.0,0.0,"(2990, 147.8)","(96, 146.7)","(3503, 57.57)","(2612, 30.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
