Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,EP Room 4 Proc 1,EP Room 4 Proc 2,EP Room 4 Proc 3,EP Room 4 Proc 4,EP Room 4 Proc 5,EP Room 4 Proc 6,EP Room 4 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6,Overflow Proc 7
50,"(1223, 153.52)","(1183, 133.02)","(820, 118.06)","(1163, 94.72)",0.0,0.0,"(3316, 148.27)","(722, 135.57)","(2850, 120.89)","(2814, 84.67)","(527, 77.54)",0.0,"(798, 205.91)","(1886, 125.07)","(739, 107.36)","(2845, 82.62)",0.0,0.0,"(1436, 164.96)","(2816, 127.08)","(736, 110.29)","(3374, 97.09)",0.0,0.0,"(3358, 155.17)","(3362, 128.75)","(1231, 120.71)","(1794, 89.72)","(440, 76.52)",0.0,"(68, 492.88)",0.0,0.0,0.0,0.0,0.0,0.0,"(2192, 149.51)","(3540, 138.2)","(83, 75.93)","(134, 40.12)",0.0,0.0,0.0,"(2547, 232.05)","(110, 108.9)","(1287, 171.88)",0.0,0.0,0.0,0.0,"(2198, 341.56)","(152, 46.45)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,"(584, 143.27)","(2028, 130.67)","(636, 112.06)","(3180, 95.96)","(785, 85.09)",0.0,"(1396, 133.98)","(1682, 133.17)","(2851, 117.6)","(558, 104.73)","(1650, 85.06)",0.0,"(2008, 188.2)","(719, 123.35)","(2833, 106.94)","(3234, 88.81)","(651, 76.24)",0.0,"(1679, 145.78)","(1580, 130.56)","(2735, 109.18)","(570, 104.54)","(642, 83.82)",0.0,"(1962, 220.01)","(2114, 119.68)","(781, 106.28)","(2822, 87.13)","(1611, 74.58)",0.0,"(3082, 206.89)","(2961, 133.46)","(2587, 94.07)",0.0,0.0,0.0,0.0,"(2539, 245.72)","(3037, 115.23)","(3160, 32.35)","(3137, 17.0)","(3136, 5.0)",0.0,0.0,"(65, 181.01)","(2892, 142.7)","(3098, 100.0)",0.0,0.0,0.0,0.0,"(2955, 187.2)","(3046, 133.5)","(771, 157.04)",0.0,0.0,0.0,0.0,"(612, 69.59)",0.0,0.0,0.0,0.0,0.0,0.0
52,"(1455, 220.58)","(1885, 123.07)","(1801, 95.12)",0.0,0.0,0.0,"(260, 190.51)","(3352, 128.85)","(59, 102.43)","(3211, 90.46)",0.0,0.0,"(3301, 176.95)","(1944, 140.58)","(3340, 110.79)","(1825, 78.26)",0.0,0.0,"(1570, 183.62)","(364, 135.38)","(183, 106.87)","(526, 89.49)",0.0,0.0,"(665, 156.75)","(1463, 153.66)","(1754, 119.59)","(429, 73.56)",0.0,0.0,"(3045, 222.88)","(3781, 186.97)","(3092, 29.0)","(3101, 8.48)",0.0,0.0,0.0,"(3814, 259.32)","(3653, 145.13)","(3102, 30.0)","(3127, 17.0)",0.0,0.0,0.0,"(1010, 259.32)","(3066, 159.9)","(1089, 22.38)","(3105, 6.58)",0.0,0.0,0.0,"(3485, 371.04)","(2670, 141.27)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,"(1776, 163.3)","(2044, 150.76)","(1506, 119.01)",0.0,0.0,0.0,"(2057, 227.18)","(1579, 122.24)","(2861, 90.55)",0.0,0.0,0.0,"(3308, 202.31)","(1824, 126.86)","(3393, 95.97)","(215, 89.89)",0.0,0.0,"(2123, 179.61)","(50, 138.28)","(276, 110.12)","(219, 87.11)",0.0,0.0,"(1485, 163.88)","(443, 149.72)","(418, 119.02)","(1523, 61.85)",0.0,0.0,"(977, 186.97)","(3666, 186.97)","(2463, 95.28)",0.0,0.0,0.0,0.0,"(3541, 628.11)",0.0,0.0,0.0,0.0,0.0,0.0,"(3543, 359.6)","(3768, 145.13)",0.0,0.0,0.0,0.0,0.0,"(3699, 259.32)","(964, 145.13)","(3417, 40.65)","(2319, 7.65)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,"(1407, 189.4)","(2748, 120.74)","(2847, 87.33)","(3221, 77.94)",0.0,0.0,"(1460, 170.13)","(3379, 131.72)","(3368, 102.4)",0.0,0.0,0.0,"(1897, 148.86)","(1311, 140.84)","(2839, 109.07)","(3400, 71.96)",0.0,0.0,"(732, 208.78)","(2867, 114.88)","(548, 86.35)",0.0,0.0,0.0,"(326, 176.35)","(743, 128.35)","(533, 95.77)","(1727, 66.52)",0.0,0.0,"(995, 348.55)","(2193, 147.33)",0.0,0.0,0.0,0.0,0.0,"(992, 220.47)","(3681, 220.47)","(3165, 56.73)",0.0,0.0,0.0,0.0,"(2233, 247.98)","(2184, 181.87)","(2343, 66.2)",0.0,0.0,0.0,0.0,"(3799, 348.55)","(2652, 132.5)","(2153, 16.77)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,"(2113, 224.81)","(2723, 110.53)","(407, 85.76)",0.0,0.0,0.0,"(296, 162.06)","(288, 135.47)","(281, 104.37)","(2046, 58.0)",0.0,0.0,"(406, 176.71)","(2029, 127.7)","(1651, 102.21)",0.0,0.0,0.0,"(724, 191.42)","(2018, 115.99)","(1372, 87.53)","(2795, 80.6)",0.0,0.0,"(3355, 158.41)","(1858, 136.42)","(1928, 108.2)","(3360, 79.58)",0.0,0.0,"(3684, 348.55)","(2254, 138.6)","(2973, 21.95)",0.0,0.0,0.0,0.0,"(2468, 341.12)","(2218, 176.6)",0.0,0.0,0.0,0.0,0.0,"(2271, 247.67)","(3796, 220.47)","(2981, 26.08)","(2169, 18.02)",0.0,0.0,0.0,"(2315, 359.6)","(2219, 82.57)","(2999, 27.27)","(2156, 25.3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,"(2829, 130.88)","(619, 110.01)","(600, 99.39)","(1986, 88.49)","(3170, 77.99)",0.0,"(2870, 155.31)","(1716, 109.6)","(555, 95.45)","(641, 84.33)","(1691, 76.0)",0.0,"(1770, 157.14)","(2769, 103.3)","(2755, 95.52)","(1534, 86.62)","(1555, 76.8)",0.0,"(2036, 166.31)","(1806, 102.51)","(626, 92.0)","(1526, 84.25)","(3225, 62.0)",0.0,"(2104, 180.64)","(2750, 102.26)","(2107, 91.12)","(1518, 83.96)",0.0,0.0,"(2483, 277.66)","(2887, 213.15)","(2949, 16.77)",0.0,0.0,0.0,0.0,"(2382, 339.05)","(2885, 66.2)","(934, 46.45)","(2909, 39.88)",0.0,0.0,0.0,"(2318, 321.6)","(1351, 275.33)",0.0,0.0,0.0,0.0,0.0,"(2675, 289.66)","(2944, 199.22)","(2906, 33.73)",0.0,0.0,0.0,0.0,"(2337, 634.8)",0.0,0.0,0.0,0.0,0.0,0.0
57,"(2136, 150.58)","(216, 131.86)","(652, 82.39)",0.0,0.0,0.0,"(3266, 157.69)","(1525, 123.51)","(1895, 83.47)","(1379, 100.46)",0.0,0.0,"(1264, 163.81)","(1468, 112.41)","(1623, 93.96)",0.0,0.0,0.0,"(1174, 180.08)","(449, 100.7)","(193, 83.67)","(1234, 176.95)",0.0,0.0,"(1249, 146.1)","(1224, 133.44)","(274, 84.58)","(3275, 8.0)",0.0,0.0,"(3608, 358.66)","(3528, 81.03)","(2556, 13.78)",0.0,0.0,0.0,0.0,"(1042, 309.88)","(3736, 141.8)",0.0,0.0,0.0,0.0,0.0,"(2251, 428.46)","(938, 22.18)",0.0,0.0,0.0,0.0,0.0,"(3495, 241.29)","(2688, 159.97)","(2471, 65.28)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,"(1284, 161.28)","(1178, 116.2)","(1590, 85.94)","(516, 70.48)",0.0,0.0,"(1619, 154.91)","(1884, 130.66)","(423, 78.19)","(1425, 69.39)",0.0,0.0,"(1959, 335.22)","(25, 76.0)",0.0,0.0,0.0,0.0,"(1781, 166.36)","(1603, 106.78)","(378, 97.29)",0.0,0.0,0.0,"(3309, 164.35)","(1689, 109.05)","(1607, 96.38)",0.0,0.0,0.0,"(2586, 189.91)","(2292, 178.89)","(3161, 18.9)",0.0,0.0,0.0,0.0,"(3846, 309.88)","(2525, 138.8)",0.0,0.0,0.0,0.0,0.0,"(3731, 309.88)","(3851, 141.8)",0.0,0.0,0.0,0.0,0.0,"(3038, 244.23)","(1047, 141.8)","(3125, 2.65)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,"(1097, 199.02)","(1381, 103.09)","(2835, 90.33)","(1127, 66.56)",0.0,0.0,"(2824, 131.79)","(3366, 119.72)","(506, 98.35)","(22, 80.2)","(1844, 96.29)",0.0,"(2846, 139.74)","(1094, 117.59)","(467, 96.18)","(3185, 77.96)",0.0,0.0,"(1927, 159.05)","(3433, 113.66)","(3463, 91.75)","(491, 76.0)",0.0,0.0,"(2016, 189.11)","(1863, 113.09)","(538, 89.29)","(1438, 69.86)",0.0,0.0,"(2240, 322.04)",0.0,0.0,0.0,0.0,0.0,0.0,"(2602, 159.73)","(2555, 94.07)",0.0,0.0,0.0,0.0,0.0,"(1033, 149.8)","(2183, 138.8)",0.0,0.0,0.0,0.0,0.0,"(3837, 149.8)","(2637, 42.9)","(2597, 26.63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,"(1312, 138.79)","(18, 118.34)","(3427, 97.15)","(1429, 76.87)",0.0,0.0,"(3314, 244.87)","(1362, 102.8)","(3216, 80.44)",0.0,0.0,0.0,"(8, 193.95)","(3451, 112.93)","(15, 89.17)",0.0,0.0,0.0,"(1893, 141.3)","(3302, 116.86)","(3337, 94.88)","(422, 79.29)",0.0,0.0,"(2860, 138.92)","(1767, 118.21)","(1322, 97.6)","(2142, 76.18)",0.0,0.0,"(2281, 343.46)",0.0,0.0,0.0,0.0,0.0,0.0,"(2282, 317.75)",0.0,0.0,0.0,0.0,0.0,0.0,"(78, 230.21)","(3009, 46.45)","(3014, 25.18)","(2977, 18.02)",0.0,0.0,0.0,"(3722, 149.8)","(2212, 67.8)","(2984, 69.62)","(2997, 19.53)","(2975, 17.1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"(1272, 134.64)","(1763, 123.77)","(1796, 109.02)","(617, 93.06)","(3203, 62.58)",0.0,"(2737, 169.24)","(1117, 112.63)","(1145, 105.87)","(1715, 86.28)",0.0,0.0,"(635, 144.67)","(1901, 114.19)","(586, 108.96)","(1176, 90.67)","(1711, 78.26)",0.0,"(2811, 139.74)","(1931, 114.66)","(2765, 109.36)","(1091, 98.17)","(1166, 116.9)",0.0,"(1116, 134.89)","(2840, 115.41)","(1114, 109.37)","(616, 104.25)","(1807, 90.28)",0.0,"(2627, 182.65)","(943, 105.73)","(1026, 72.93)","(2882, 58.2)","(2927, 23.0)",0.0,0.0,"(2889, 198.51)","(3632, 105.73)","(3715, 72.93)","(2907, 53.05)",0.0,0.0,0.0,"(2381, 272.02)","(3747, 105.73)","(3409, 40.12)","(3414, 29.0)",0.0,0.0,0.0,"(2280, 322.26)","(3830, 72.93)","(2930, 38.8)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,"(2035, 184.09)","(3317, 113.89)","(3392, 97.76)",0.0,0.0,0.0,"(383, 156.56)","(2040, 120.37)","(3401, 110.24)","(1917, 90.45)",0.0,0.0,"(3270, 153.5)","(1445, 132.97)","(3296, 106.05)","(3174, 76.0)",0.0,0.0,"(1360, 144.95)","(262, 142.17)","(444, 100.49)","(2144, 87.36)",0.0,0.0,"(2069, 163.63)","(1155, 115.31)","(2015, 109.23)","(480, 87.33)",0.0,0.0,"(3521, 211.54)","(2662, 208.13)","(2526, 121.2)",0.0,0.0,0.0,0.0,"(3700, 253.56)","(3081, 178.23)","(2699, 37.53)","(2634, 36.28)",0.0,0.0,0.0,"(3773, 267.16)","(3660, 159.93)","(2642, 48.02)","(2465, 13.87)",0.0,0.0,0.0,"(969, 267.16)","(3060, 165.25)","(2551, 37.07)","(2622, 16.12)","(2592, 7.25)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"(2874, 146.96)","(1383, 138.33)","(1866, 107.97)","(1342, 176.54)",0.0,0.0,"(495, 156.09)","(1945, 127.71)","(182, 108.44)","(3220, 76.34)",0.0,0.0,"(1233, 182.59)","(3356, 114.19)","(3283, 98.74)",0.0,0.0,0.0,"(1818, 239.81)","(1270, 112.46)","(1338, 95.96)",0.0,0.0,0.0,"(240, 153.73)","(1211, 132.44)","(191, 107.82)",0.0,0.0,0.0,"(3609, 327.85)","(3775, 159.93)",0.0,0.0,0.0,0.0,0.0,"(3658, 267.16)","(971, 159.93)","(3479, 79.77)",0.0,0.0,0.0,0.0,"(1011, 253.56)","(3515, 199.66)",0.0,0.0,0.0,0.0,0.0,"(3815, 253.56)","(2571, 174.99)","(2639, 55.82)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"(1845, 202.87)","(726, 133.38)","(298, 110.16)","(1717, 80.15)",0.0,0.0,"(1328, 182.36)","(2756, 152.95)","(2425, 117.44)",0.0,0.0,0.0,"(714, 177.57)","(718, 159.32)","(831, 101.3)","(496, 94.5)",0.0,0.0,"(282, 224.29)","(686, 124.81)","(2823, 94.91)","(1, 87.9)",0.0,0.0,"(1144, 193.85)","(1703, 135.51)","(674, 121.0)",0.0,0.0,0.0,"(111, 281.66)","(1012, 110.13)","(2657, 32.68)",0.0,0.0,0.0,0.0,"(2397, 331.15)","(3816, 110.13)",0.0,0.0,0.0,0.0,0.0,"(2360, 207.43)","(3690, 190.79)","(2614, 26.93)",0.0,0.0,0.0,0.0,"(3553, 208.06)","(3805, 190.79)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,"(1193, 191.47)","(343, 139.71)","(677, 119.35)","(417, 116.92)",0.0,0.0,"(2419, 212.98)","(380, 132.27)","(3459, 94.96)","(301, 91.32)",0.0,0.0,"(1340, 214.26)","(1316, 126.75)","(869, 99.86)","(1685, 90.86)",0.0,0.0,"(346, 174.95)","(2062, 160.82)","(1930, 110.28)","(1823, 87.87)",0.0,0.0,"(1168, 177.67)","(1417, 157.98)","(2778, 112.34)","(1173, 69.87)","(3432, 90.55)",0.0,"(2989, 192.48)","(1001, 190.79)","(2967, 104.67)",0.0,0.0,0.0,0.0,"(2297, 298.1)","(3701, 110.13)","(130, 18.13)","(166, 15.38)",0.0,0.0,0.0,"(2278, 271.03)","(3488, 156.51)","(125, 11.33)","(1063, 10.58)",0.0,0.0,0.0,"(2508, 222.93)","(3527, 174.3)","(165, 65.68)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,"(2730, 233.8)","(2099, 123.45)","(566, 100.99)","(671, 78.1)",0.0,0.0,"(1830, 144.98)","(725, 144.83)","(583, 106.93)","(603, 84.73)",0.0,0.0,"(2002, 164.69)","(1742, 129.57)","(796, 104.88)","(577, 80.03)",0.0,0.0,"(1395, 169.64)","(1939, 129.17)","(672, 102.46)","(1705, 77.83)",0.0,0.0,"(2896, 154.19)","(1873, 134.9)","(2026, 112.41)","(3172, 70.0)",0.0,0.0,"(955, 192.6)","(945, 187.17)","(3664, 175.02)","(2920, 23.0)",0.0,0.0,0.0,"(3644, 192.6)","(3634, 187.17)","(3779, 175.02)","(2923, 18.9)",0.0,0.0,0.0,"(3759, 192.6)","(3749, 187.17)","(2943, 161.45)","(2924, 33.73)",0.0,0.0,0.0,"(2225, 315.32)","(975, 175.02)","(1090, 55.82)","(2893, 25.75)","(2333, 6.17)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,"(1305, 152.32)","(3605, 148.26)","(1741, 107.84)",0.0,0.0,0.0,"(3281, 154.19)","(32, 145.06)","(1586, 108.37)","(461, 76.76)",0.0,0.0,"(2022, 163.13)","(1196, 138.0)","(1929, 106.38)","(1758, 87.29)",0.0,0.0,"(3278, 186.26)","(3298, 123.35)","(477, 99.89)",0.0,0.0,0.0,"(1148, 232.35)","(1218, 117.3)","(1778, 95.6)",0.0,0.0,0.0,"(2322, 156.7)","(3067, 141.37)","(2669, 32.35)",0.0,0.0,0.0,0.0,"(2362, 359.6)",0.0,0.0,0.0,0.0,0.0,0.0,"(946, 202.98)","(3630, 83.07)","(2559, 46.87)",0.0,0.0,0.0,0.0,"(2491, 151.4)","(3536, 148.19)","(2880, 29.45)","(2479, 23.55)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"(1271, 161.04)","(1184, 140.47)","(788, 105.15)","(1813, 92.41)",0.0,0.0,"(2783, 153.07)","(1842, 145.47)","(1914, 110.34)","(1265, 96.89)",0.0,0.0,"(3381, 461.21)",0.0,0.0,0.0,0.0,0.0,"(2071, 182.31)","(1819, 131.91)","(1722, 95.66)",0.0,0.0,0.0,"(213, 162.35)","(253, 139.43)","(1625, 103.66)","(500, 93.41)",0.0,0.0,"(3635, 202.98)","(3745, 83.07)","(936, 53.0)",0.0,0.0,0.0,0.0,"(3519, 258.8)","(2493, 63.5)",0.0,0.0,0.0,0.0,0.0,"(3750, 202.98)","(2582, 75.4)","(2671, 55.77)",0.0,0.0,0.0,0.0,"(2713, 177.35)","(941, 83.07)","(2716, 59.73)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,"(339, 226.51)","(1434, 136.13)","(39, 108.9)","(1803, 93.43)",0.0,0.0,"(2079, 474.76)","(348, 92.71)",0.0,0.0,0.0,0.0,"(550, 185.56)","(2762, 161.18)","(3326, 116.7)","(3251, 96.65)","(709, 72.3)",0.0,"(352, 189.85)","(2084, 156.91)","(385, 110.48)","(367, 104.82)",0.0,0.0,"(2787, 189.19)","(741, 158.66)","(849, 110.47)","(1940, 103.15)",0.0,0.0,"(3677, 339.29)","(118, 67.7)","(2577, 85.72)",0.0,0.0,0.0,0.0,"(2531, 239.8)","(107, 190.23)",0.0,0.0,0.0,0.0,0.0,"(988, 339.29)","(106, 76.13)","(169, 26.63)",0.0,0.0,0.0,0.0,"(95, 343.35)","(746, 113.56)",0.0,0.0,0.0,0.0,0.0,"(711, 87.34)","(1726, 84.24)","(3410, 634.8)",0.0,0.0,0.0,0.0
70,"(716, 176.25)","(547, 173.98)","(838, 109.29)","(3324, 99.85)","(3476, 73.52)",0.0,"(1295, 239.31)","(3442, 129.4)","(2761, 107.62)","(648, 91.04)",0.0,0.0,"(2088, 191.0)","(675, 148.6)","(1936, 121.85)","(857, 97.25)","(682, 74.0)",0.0,"(3250, 185.98)","(377, 159.94)","(853, 119.77)","(1411, 94.56)","(863, 70.0)",0.0,"(3471, 245.42)","(690, 124.08)","(765, 107.05)","(799, 87.38)",0.0,0.0,"(3530, 278.48)","(3013, 88.53)","(168, 29.45)",0.0,0.0,0.0,0.0,"(3792, 339.29)","(3114, 30.0)","(3473, 22.58)",0.0,0.0,0.0,0.0,"(3007, 299.67)","(116, 83.6)","(142, 8.58)",0.0,0.0,0.0,0.0,"(2979, 249.93)","(3504, 187.73)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,"(2115, 181.88)","(605, 107.85)","(2408, 104.25)","(662, 94.04)","(3227, 32.0)",0.0,"(2097, 172.14)","(802, 137.75)","(1541, 96.44)","(2726, 78.92)","(692, 48.0)",0.0,"(1996, 153.86)","(2794, 147.3)","(1514, 103.18)","(3207, 80.32)","(3236, 78.15)",0.0,"(2457, 243.01)","(1605, 106.39)","(1692, 94.7)","(631, 78.88)",0.0,0.0,"(1991, 157.9)","(1982, 146.2)","(2448, 99.89)","(2742, 89.94)","(1593, 132.16)",0.0,"(101, 314.87)","(3710, 75.93)","(3771, 74.53)",0.0,0.0,0.0,0.0,"(2572, 183.45)","(2877, 142.83)","(3825, 75.93)","(2969, 62.6)","(3113, 7.25)",0.0,0.0,"(3058, 205.62)","(2895, 103.1)","(1021, 75.93)","(3656, 74.53)","(3416, 65.28)",0.0,0.0,"(2898, 255.54)","(3065, 94.1)","(967, 74.53)","(568, 120.21)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,"(3276, 218.38)","(3829, 142.13)","(2048, 108.02)","(400, 97.57)",0.0,0.0,"(2450, 196.63)","(1200, 144.22)","(452, 115.19)","(235, 99.67)",0.0,0.0,"(913, 179.49)","(848, 149.39)","(90, 127.1)","(392, 100.15)",0.0,0.0,"(3311, 168.61)","(245, 156.8)","(1150, 136.7)","(1497, 97.72)",0.0,0.0,"(212, 200.85)","(3714, 142.13)","(463, 109.24)","(3685, 103.17)","(3240, 69.05)",0.0,"(3549, 286.67)","(2514, 283.45)","(2480, 5.0)",0.0,0.0,0.0,0.0,"(3652, 319.17)","(3068, 220.39)","(3560, 29.45)","(2696, 22.53)",0.0,0.0,0.0,"(3831, 370.72)","(3494, 166.38)","(2504, 47.58)",0.0,0.0,0.0,0.0,"(3716, 370.72)","(2334, 185.36)","(2467, 26.22)",0.0,0.0,0.0,0.0,"(823, 89.33)","(2091, 83.99)","(2058, 82.96)","(543, 81.74)","(1384, 634.8)",0.0,0.0
73,"(1239, 200.26)","(1025, 142.13)","(205, 111.23)","(3800, 103.17)",0.0,0.0,"(1446, 275.74)","(1413, 141.45)","(1185, 108.0)","(1706, 90.99)",0.0,0.0,"(3396, 166.48)","(1517, 158.06)","(3315, 137.35)","(1540, 98.66)",0.0,0.0,"(1397, 177.79)","(1240, 153.76)","(1259, 119.95)","(996, 103.17)","(1520, 73.5)",0.0,"(3306, 187.95)","(3271, 144.89)","(1289, 116.34)","(494, 106.59)",0.0,0.0,"(963, 319.17)","(2903, 269.84)",0.0,0.0,0.0,0.0,0.0,"(3767, 319.17)","(2714, 219.56)","(2505, 25.72)",0.0,0.0,0.0,0.0,"(2262, 409.88)","(3069, 146.96)","(3168, 23.55)",0.0,0.0,0.0,0.0,"(1027, 370.72)","(2603, 193.64)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"(3321, 374.64)","(2731, 99.12)","(754, 70.9)",0.0,0.0,0.0,"(1435, 212.59)","(814, 117.86)","(324, 99.22)","(2746, 74.97)",0.0,0.0,"(3334, 170.66)","(359, 130.32)","(903, 108.37)","(669, 88.08)",0.0,0.0,"(1143, 155.44)","(1206, 140.46)","(1221, 108.44)","(656, 93.53)",0.0,0.0,"(322, 143.96)","(930, 143.01)","(499, 108.78)","(891, 97.11)","(699, 115.46)",0.0,"(3546, 232.04)","(3826, 222.28)","(2187, 100.37)",0.0,0.0,0.0,0.0,"(2389, 267.16)","(3525, 181.99)","(80, 105.3)","(121, 7.65)",0.0,0.0,0.0,"(3785, 378.36)","(2617, 155.69)","(2373, 35.93)",0.0,0.0,0.0,0.0,"(981, 378.36)","(120, 170.55)","(2364, 17.0)",0.0,0.0,0.0,0.0,"(901, 245.42)",0.0,0.0,0.0,0.0,0.0,0.0
75,"(2858, 167.65)","(3444, 136.4)","(542, 108.16)","(503, 85.27)",0.0,0.0,"(700, 181.78)","(1380, 124.89)","(3446, 107.4)","(2798, 79.28)",0.0,0.0,"(1162, 270.56)","(484, 112.25)","(317, 98.05)","(3447, 60.0)",0.0,0.0,"(1439, 187.72)","(844, 121.84)","(3454, 102.76)","(2049, 82.74)",0.0,0.0,"(1355, 146.65)","(842, 141.3)","(2820, 108.6)","(2733, 95.7)",0.0,0.0,"(1022, 222.28)","(3711, 222.28)","(84, 152.7)",0.0,0.0,0.0,0.0,"(3670, 378.36)","(3054, 168.53)",0.0,0.0,0.0,0.0,0.0,"(2357, 313.42)","(2260, 178.89)","(2162, 38.72)","(1064, 18.9)",0.0,0.0,0.0,"(2345, 263.44)","(3508, 183.77)","(94, 151.35)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,"(794, 176.11)","(1889, 128.88)","(704, 97.72)","(3217, 90.56)","(3171, 52.0)",0.0,"(2753, 188.94)","(618, 111.38)","(1941, 108.74)","(2734, 90.33)",0.0,0.0,"(1957, 191.19)","(2100, 110.77)","(625, 107.23)","(1753, 88.73)",0.0,0.0,"(2819, 154.05)","(2139, 148.67)","(757, 106.91)","(735, 87.41)",0.0,0.0,"(1979, 157.04)","(1973, 135.23)","(595, 108.99)","(3213, 93.72)","(1761, 107.56)",0.0,"(2378, 275.76)",0.0,0.0,0.0,0.0,0.0,0.0,"(2247, 260.97)",0.0,0.0,0.0,0.0,0.0,0.0,"(2899, 229.83)",0.0,0.0,0.0,0.0,0.0,0.0,"(3042, 193.43)","(3094, 27.33)","(3089, 16.33)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"(2112, 129.55)","(2077, 126.03)","(11, 106.94)","(269, 151.01)",0.0,0.0,"(1932, 179.08)","(1228, 115.83)","(1167, 93.42)",0.0,0.0,0.0,"(1933, 138.65)","(3594, 120.91)","(3440, 97.82)","(3448, 87.71)",0.0,0.0,"(6, 186.86)","(1401, 115.65)","(234, 91.96)",0.0,0.0,0.0,"(3437, 130.0)","(2103, 124.77)","(239, 111.37)","(1837, 106.72)",0.0,0.0,"(3502, 378.97)",0.0,0.0,0.0,0.0,0.0,0.0,"(2686, 207.84)",0.0,0.0,0.0,0.0,0.0,0.0,"(97, 177.55)","(2626, 22.58)",0.0,0.0,0.0,0.0,0.0,"(2972, 158.3)","(2398, 157.5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,"(3290, 136.96)","(1832, 121.92)","(3457, 103.3)","(61, 54.0)",0.0,0.0,"(3449, 329.05)","(3438, 88.99)",0.0,0.0,0.0,0.0,"(1138, 187.05)","(38, 111.76)","(3588, 92.45)",0.0,0.0,0.0,"(1951, 176.31)","(1954, 120.76)","(3582, 92.93)","(1883, 108.37)",0.0,0.0,"(3252, 134.75)","(3186, 124.62)","(3303, 98.74)","(186, 83.71)",0.0,0.0,"(2500, 189.23)","(3126, 40.65)","(3091, 40.47)","(2371, 35.13)",0.0,0.0,0.0,"(2312, 294.31)",0.0,0.0,0.0,0.0,0.0,0.0,"(3486, 464.1)",0.0,0.0,0.0,0.0,0.0,0.0,"(3040, 158.66)","(77, 123.93)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
