97,20,0,170.7602454,2,3,33
20,4,0,154.7164033,2,2,33
100,20,0,184.0988365,2,2,60
41,9,0,204.9408058,2,3,18
78,16,0,171.546361,2,3,18
56,12,0,101.0273239,2,3,18
119,24,0,184.8776739,2,3,18
81,17,0,256.8929459,2,3,18
2,1,0,260.0543768,2,3,18
37,8,0,175.3885005,2,3,18
120,24,0,135.334435,2,2,18
62,13,0,152.349802,2,3,18
48,10,0,131.8119304,2,2,18
107,22,0,167.4548862,2,3,18
119,24,0,221.4210002,2,3,18
52,11,0,193.4610449,2,3,18
82,17,0,155.1922995,2,2,18
111,23,0,302.7798673,2,3,18
53,11,0,182.8366373,2,2,18
47,10,0,284.2731188,2,3,18
72,15,0,195.6852153,2,3,18
59,12,0,181.178376,2,2,18
53,11,0,139.5798175,2,3,18
66,14,0,146.0813999,2,3,18
16,4,0,153.5608568,2,3,18
72,15,0,165.1627784,2,3,18
67,14,0,111.5510698,2,3,18
37,8,0,238.1319732,2,3,18
72,15,0,210.405689,2,3,18
110,22,0,231.5257332,2,2,18
27,6,0,244.6406541,2,3,18
67,14,0,181.192496,2,3,18
6,2,0,345.1997263,2,3,18
89,18,0,196.8075944,2,3,18
65,13,0,203.5584479,2,2,18
117,24,0,164.6214515,2,3,18
21,5,0,152.420473,2,3,18
96,20,0,176.4090389,2,3,18
117,24,0,347.2008593,2,2,18
17,4,0,136.7773288,2,3,18
68,14,0,161.2063874,2,2,18
122,25,0,139.3332376,2,2,18
14,3,0,200.477342,2,3,18
1,1,0,198.4784218,2,3,18
15,3,0,153.621469,2,2,18
122,25,0,195.3248225,2,3,18
77,16,0,173.0866968,2,3,18
39,8,0,168.9156591,2,2,18
112,23,0,276.5716837,2,3,18
48,10,0,126.6980532,2,2,18
46,10,0,144.0179025,2,2,18
58,12,0,168.5589923,2,2,18
97,20,0,132.9047436,2,3,18
81,17,0,184.6629539,2,3,18
37,8,0,220.6399781,2,2,18
57,12,0,172.6141125,2,3,18
32,7,0,134.6143853,2,2,18
97,20,0,129.5840379,2,3,18
108,22,0,175.7368739,2,2,18
87,18,0,176.389894,2,3,18
59,12,0,93.52860629,2,2,18
77,16,0,162.625845,2,2,18
76,16,0,197.3762315,2,2,18
63,13,0,184.3389522,2,3,18
3,1,0,196.6570641,2,2,18
74,15,0,191.7325019,2,3,18
2,1,0,231.2490314,2,3,18
124,25,0,345.4646774,2,3,18
38,8,0,149.7321219,2,3,18
118,24,0,190.0351516,2,3,18
107,22,0,172.4594116,2,3,18
122,25,0,170.9776268,2,3,18
93,19,0,114.1851721,2,2,18
52,11,0,189.2386411,2,3,18
17,4,0,175.5364104,2,3,18
44,9,0,112.7758603,2,2,18
2,1,0,147.5215764,2,2,18
7,2,0,192.0393388,2,3,18
66,14,0,130.6830966,2,3,18
59,12,0,109.2526695,2,2,18
83,17,0,310.7288231,2,3,18
42,9,0,209.8738023,2,3,18
3,1,0,181.3765568,2,2,18
95,19,0,178.0604122,2,3,18
93,19,0,149.9879992,2,3,18
46,10,0,255.9139658,2,2,18
21,5,0,187.4137625,2,3,18
119,24,0,284.3334462,2,3,18
124,25,0,153.5534502,2,3,18
93,19,0,313.1482057,2,2,18
56,12,0,166.0574049,2,3,18
6,2,0,174.1433425,2,3,18
77,16,0,144.6853853,2,3,18
102,21,0,169.9109551,2,3,18
15,3,0,119.9672353,2,3,18
66,14,0,148.0902213,2,2,18
1,1,0,225.9725292,2,3,18
33,7,0,271.2370184,2,2,18
120,24,0,190.4614921,2,2,18
67,14,0,143.7252564,2,3,18
79,16,0,148.352146,2,3,18
66,14,0,135.0977209,2,2,18
32,7,0,176.8481712,2,3,18
97,20,0,145.4190332,2,3,18
6,2,0,106.1048803,2,3,18
120,24,0,173.14227,2,2,18
73,15,0,105.7521948,2,3,18
115,23,0,231.634807,2,3,18
26,6,0,157.8362212,2,3,18
92,19,0,163.2429556,2,3,18
32,7,0,99.65292443,2,2,11
104,21,0,111.8150665,0,2,11
94,19,0,89.12484538,2,3,11
121,25,0,145.1085695,2,2,11
13,3,0,81.43182724,2,2,11
65,13,0,141.8711316,2,2,11
107,22,0,170.520197,0,2,11
76,16,0,115.0288141,2,3,11
18,4,0,89.61030107,2,2,11
16,4,0,169.6266955,2,3,11
37,8,0,163.9007164,2,2,11
48,10,0,133.8178889,2,2,11
46,10,0,91.34012539,2,3,11
41,9,0,119.7438195,2,2,11
89,18,0,86.93504177,2,2,11
80,16,0,100.6514637,2,2,11
113,23,0,92.32209243,2,2,11
66,14,0,166.5452246,2,2,11
10,2,0,97.79045721,2,3,11
55,11,0,94.4848467,2,2,11
5,1,0,160.646691,2,3,11
14,3,0,101.0164495,2,3,11
79,16,0,63.13308726,2,2,11
69,14,0,109.0217549,2,2,11
26,6,0,118.8544433,0,3,11
15,3,0,103.2545467,2,2,11
66,14,0,124.0495743,2,3,11
74,15,0,82.99052196,2,2,11
33,7,0,89.52229869,2,3,11
100,20,0,90.959166,2,2,11
118,24,0,96.70055988,0,3,11
64,13,0,95.4955425,2,2,11
54,11,0,116.7260301,2,2,11
91,19,0,93.14911353,2,2,11
114,23,0,167.1610915,2,2,11
47,10,0,185.0706141,2,3,11
50,10,0,134.3201476,2,2,11
83,17,0,91.53573743,2,2,11
100,20,0,114.7214678,2,3,11
32,7,0,111.6082345,2,3,11
6,2,0,109.4170465,2,2,11
9,2,0,147.4816748,2,3,11
120,24,0,140.6021454,2,2,11
20,4,0,142.1533662,2,2,11
42,9,0,74.12801835,2,3,11
83,17,0,170.59834,0,2,11
