Day,Cath Room 1 Proc 1,Cath Room 1 Proc 2,Cath Room 1 Proc 3,Cath Room 1 Proc 4,Cath Room 1 Proc 5,Cath Room 1 Proc 6,Cath Room 1 Proc 7,Cath Room 1 Proc 8,Cath Room 1 Proc 9,Cath Room 2 Proc 1,Cath Room 2 Proc 2,Cath Room 2 Proc 3,Cath Room 2 Proc 4,Cath Room 2 Proc 5,Cath Room 2 Proc 6,Cath Room 2 Proc 7,Cath Room 2 Proc 8,Cath Room 2 Proc 9,Cath Room 3 Proc 1,Cath Room 3 Proc 2,Cath Room 3 Proc 3,Cath Room 3 Proc 4,Cath Room 3 Proc 5,Cath Room 3 Proc 6,Cath Room 3 Proc 7,Cath Room 3 Proc 8,Cath Room 3 Proc 9,Cath Room 4 Proc 1,Cath Room 4 Proc 2,Cath Room 4 Proc 3,Cath Room 4 Proc 4,Cath Room 4 Proc 5,Cath Room 4 Proc 6,Cath Room 4 Proc 7,Cath Room 4 Proc 8,Cath Room 4 Proc 9,Cath Room 5 Proc 1,Cath Room 5 Proc 2,Cath Room 5 Proc 3,Cath Room 5 Proc 4,Cath Room 5 Proc 5,Cath Room 5 Proc 6,Cath Room 5 Proc 7,Cath Room 5 Proc 8,Cath Room 5 Proc 9,EP Room 1 Proc 1,EP Room 1 Proc 2,EP Room 1 Proc 3,EP Room 1 Proc 4,EP Room 1 Proc 5,EP Room 1 Proc 6,EP Room 1 Proc 7,EP Room 2 Proc 1,EP Room 2 Proc 2,EP Room 2 Proc 3,EP Room 2 Proc 4,EP Room 2 Proc 5,EP Room 2 Proc 6,EP Room 2 Proc 7,EP Room 3 Proc 1,EP Room 3 Proc 2,EP Room 3 Proc 3,EP Room 3 Proc 4,EP Room 3 Proc 5,EP Room 3 Proc 6,EP Room 3 Proc 7,Overflow Proc 1,Overflow Proc 2,Overflow Proc 3,Overflow Proc 4,Overflow Proc 5,Overflow Proc 6
35,72.12,75.07,79.25,100.61,112.2,123.37,0.0,0.0,0.0,129.15,133.45,134.22,135.69,0.0,0.0,0.0,0.0,0.0,159.39,226.68,122.23,0.0,0.0,0.0,0.0,0.0,0.0,255.89,170.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.39,196.82,196.82,0.0,0.0,0.0,0.0,196.82,432.93,0.0,0.0,0.0,0.0,0.0,432.93,87.6,0.0,0.0,0.0,0.0,0.0,432.93,0.0,0.0,0.0,0.0,0.0
36,71.46,72.33,84.78,87.54,88.95,90.49,91.51,0.0,0.0,93.46,94.66,100.82,105.01,111.24,113.43,0.0,0.0,0.0,117.35,123.79,128.25,132.27,0.0,0.0,0.0,0.0,0.0,138.99,185.51,189.84,0.0,0.0,0.0,0.0,0.0,0.0,205.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.99,333.23,0.0,0.0,0.0,0.0,0.0,81.27,135.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,74.95,85.72,87.51,93.76,99.92,101.01,0.0,0.0,0.0,116.13,120.41,121.74,135.98,110.1,0.0,0.0,0.0,0.0,153.24,157.43,168.06,126.98,0.0,0.0,0.0,0.0,0.0,186.26,190.96,215.41,0.0,0.0,0.0,0.0,0.0,0.0,232.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.5,236.5,104.13,0.0,0.0,0.0,0.0,236.5,296.21,0.0,0.0,0.0,0.0,0.0,309.88,314.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,79.94,85.22,91.07,94.48,97.97,104.44,0.0,0.0,0.0,104.59,109.39,115.38,122.59,132.21,0.0,0.0,0.0,0.0,132.69,133.81,138.35,140.49,0.0,0.0,0.0,0.0,0.0,141.95,147.72,167.33,169.34,0.0,0.0,0.0,0.0,0.0,192.44,241.86,170.59,0.0,0.0,0.0,0.0,0.0,0.0,260.83,370.87,0.0,0.0,0.0,0.0,0.0,370.87,81.7,139.93,0.0,0.0,0.0,0.0,370.87,155.83,0.0,0.0,0.0,0.0,0.0,344.27,171.81,0.0,0.0,0.0,0.0
39,50.0,72.06,72.51,81.4,86.21,91.74,98.22,0.0,0.0,98.77,101.0,102.97,104.25,106.67,106.78,0.0,0.0,0.0,110.25,117.35,118.12,126.39,0.0,0.0,0.0,0.0,0.0,165.36,195.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.87,66.67,287.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,75.88,81.8,85.13,97.31,100.11,101.23,92.9,0.0,0.0,106.82,118.57,130.11,139.12,0.0,0.0,0.0,0.0,0.0,142.61,152.9,173.32,151.23,0.0,0.0,0.0,0.0,0.0,201.62,279.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.13,59.0,60.1,211.31,211.31,0.0,0.0,211.31,235.36,130.87,0.0,0.0,0.0,0.0,235.36,235.36,146.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,74.0,76.62,87.28,92.64,93.22,100.73,101.56,0.0,0.0,102.36,103.04,105.3,112.74,117.59,0.0,0.0,0.0,0.0,117.77,118.33,120.5,133.23,132.05,0.0,0.0,0.0,0.0,159.44,167.3,184.17,0.0,0.0,0.0,0.0,0.0,0.0,187.22,202.99,208.28,0.0,0.0,0.0,0.0,0.0,0.0,190.06,190.06,190.06,0.0,0.0,0.0,0.0,213.91,142.23,179.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,77.65,78.52,78.93,81.78,86.97,95.45,108.53,0.0,0.0,139.42,140.4,143.44,149.5,0.0,0.0,0.0,0.0,0.0,156.99,161.07,173.1,106.22,0.0,0.0,0.0,0.0,0.0,206.85,317.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.12,207.12,207.12,0.0,0.0,0.0,0.0,261.47,311.68,0.0,0.0,0.0,0.0,0.0,315.24,84.8,84.8,84.8,0.0,0.0,0.0,395.84,395.84,395.84,0.0,0.0,0.0
43,20.0,70.39,81.09,84.0,111.0,117.91,119.11,0.0,0.0,123.19,135.03,136.92,144.91,0.0,0.0,0.0,0.0,0.0,211.79,273.89,118.03,0.0,0.0,0.0,0.0,0.0,0.0,365.76,150.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.66,176.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.03,235.44,235.44,81.13,0.0,0.0,0.0,235.44,317.09,0.0,0.0,0.0,0.0,0.0,317.09,317.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,92.38,92.97,95.42,102.3,105.81,110.89,0.0,0.0,0.0,115.8,129.96,135.25,137.77,88.16,0.0,0.0,0.0,0.0,138.22,141.96,144.26,154.58,0.0,0.0,0.0,0.0,0.0,163.56,179.49,180.46,0.0,0.0,0.0,0.0,0.0,0.0,181.17,263.92,116.29,0.0,0.0,0.0,0.0,0.0,0.0,176.93,277.71,108.3,0.0,0.0,0.0,0.0,315.42,318.09,0.0,0.0,0.0,0.0,0.0,128.9,182.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,68.24,69.39,74.0,85.88,88.7,95.28,102.7,0.0,0.0,110.69,112.04,171.74,176.03,0.0,0.0,0.0,0.0,0.0,192.91,229.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.81,341.9,0.0,0.0,0.0,0.0,0.0,341.9,166.83,0.0,0.0,0.0,0.0,0.0,341.9,0.0,0.0,0.0,0.0,0.0,0.0,391.81,0.0,0.0,0.0,0.0,0.0
46,70.0,80.97,82.77,84.55,86.84,89.72,93.64,0.0,0.0,95.3,96.21,96.97,100.65,105.27,106.4,0.0,0.0,0.0,109.53,120.64,120.74,139.02,74.69,0.0,0.0,0.0,0.0,176.73,187.17,243.92,0.0,0.0,0.0,0.0,0.0,0.0,261.93,276.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.5,340.34,0.0,0.0,0.0,0.0,0.0,340.34,185.21,0.0,0.0,0.0,0.0,0.0,340.34,206.6,0.0,0.0,0.0,0.0,0.0,350.64,117.38,0.0,0.0,0.0,0.0
47,44.0,57.39,95.22,100.65,102.22,108.67,120.77,0.0,0.0,123.41,130.39,133.95,153.76,0.0,0.0,0.0,0.0,0.0,162.22,186.68,281.72,0.0,0.0,0.0,0.0,0.0,0.0,308.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.82,306.26,0.0,0.0,0.0,0.0,0.0,335.12,119.93,128.17,0.0,0.0,0.0,0.0,366.32,154.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,60.0,85.7,89.96,94.02,97.29,103.73,0.0,0.0,0.0,105.23,112.97,113.42,113.47,114.08,0.0,0.0,0.0,0.0,120.86,125.47,126.24,127.92,129.01,0.0,0.0,0.0,0.0,131.57,131.62,134.88,137.51,0.0,0.0,0.0,0.0,0.0,137.61,140.25,141.85,150.14,0.0,0.0,0.0,0.0,0.0,195.34,258.16,75.97,0.0,0.0,0.0,0.0,363.23,214.98,0.0,0.0,0.0,0.0,0.0,419.52,0.0,0.0,0.0,0.0,0.0,0.0,158.79,160.12,176.67,0.0,0.0,0.0
49,78.66,81.81,85.32,86.68,92.38,105.55,102.23,0.0,0.0,107.08,109.31,114.48,114.7,116.05,0.0,0.0,0.0,0.0,119.7,125.6,135.1,135.37,0.0,0.0,0.0,0.0,0.0,138.93,141.11,147.09,151.74,0.0,0.0,0.0,0.0,0.0,161.92,198.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57,108.9,203.41,138.2,0.0,0.0,0.0,146.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,44.0,85.02,85.6,93.49,93.8,98.0,100.58,0.0,0.0,110.07,111.97,115.94,117.27,134.85,0.0,0.0,0.0,0.0,138.17,148.08,148.65,156.48,0.0,0.0,0.0,0.0,0.0,187.31,206.08,184.98,0.0,0.0,0.0,0.0,0.0,0.0,278.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.07,321.45,75.93,147.8,0.0,0.0,0.0,158.18,337.5,0.0,0.0,0.0,0.0,0.0,385.14,0.0,0.0,0.0,0.0,0.0,0.0,470.52,0.0,0.0,0.0,0.0,0.0
51,72.8,78.27,79.9,80.03,80.25,80.39,88.97,0.0,0.0,91.09,92.04,97.0,101.26,106.39,107.37,0.0,0.0,0.0,115.26,115.51,118.73,121.11,121.37,0.0,0.0,0.0,0.0,123.63,127.61,135.02,149.13,0.0,0.0,0.0,0.0,0.0,151.3,193.62,236.23,0.0,0.0,0.0,0.0,0.0,0.0,133.5,258.49,115.23,0.0,0.0,0.0,0.0,142.7,164.97,180.36,0.0,0.0,0.0,0.0,189.47,0.0,0.0,0.0,0.0,0.0,0.0,153.88,0.0,0.0,0.0,0.0,0.0
52,61.64,82.0,84.48,92.42,96.25,100.7,101.44,0.0,0.0,107.13,114.36,116.17,127.87,130.45,0.0,0.0,0.0,0.0,155.03,165.8,172.07,0.0,0.0,0.0,0.0,0.0,0.0,175.37,185.06,190.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.16,229.16,141.27,0.0,0.0,0.0,0.0,229.16,373.77,0.0,0.0,0.0,0.0,0.0,634.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,85.73,89.85,92.49,110.71,111.65,114.04,0.0,0.0,0.0,119.43,119.89,120.2,122.36,123.17,0.0,0.0,0.0,0.0,124.43,139.66,147.65,151.23,0.0,0.0,0.0,0.0,0.0,156.24,174.63,222.75,0.0,0.0,0.0,0.0,0.0,0.0,223.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.11,166.11,166.11,0.0,0.0,0.0,0.0,145.13,145.13,145.13,159.9,0.0,0.0,0.0,200.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,58.0,72.16,86.29,94.14,106.72,111.49,0.0,0.0,0.0,114.92,117.94,119.45,120.05,120.75,0.0,0.0,0.0,0.0,122.11,142.57,159.71,188.12,0.0,0.0,0.0,0.0,0.0,195.25,212.7,219.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.57,255.74,279.04,0.0,0.0,0.0,0.0,352.16,132.5,138.6,0.0,0.0,0.0,0.0,167.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,85.09,92.95,95.24,96.04,98.37,100.94,0.0,0.0,0.0,101.27,107.54,130.09,137.02,147.91,0.0,0.0,0.0,0.0,149.36,153.37,163.76,86.51,0.0,0.0,0.0,0.0,0.0,176.57,180.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.58,206.58,206.58,0.0,0.0,0.0,0.0,330.66,146.95,0.0,0.0,0.0,0.0,0.0,330.66,170.42,0.0,0.0,0.0,0.0,0.0,330.66,361.5,519.43,0.0,0.0,0.0
56,62.0,76.0,81.28,81.35,82.44,82.66,84.98,0.0,0.0,89.26,89.3,90.41,98.01,101.08,101.19,0.0,0.0,0.0,102.27,102.86,104.6,107.22,110.07,0.0,0.0,0.0,0.0,138.37,148.37,156.47,166.34,0.0,0.0,0.0,0.0,0.0,176.39,264.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.16,256.99,0.0,0.0,0.0,0.0,0.0,276.96,326.07,0.0,0.0,0.0,0.0,0.0,332.6,192.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,72.82,73.44,83.77,84.01,91.92,92.88,102.4,0.0,0.0,113.4,121.12,123.86,132.57,98.53,0.0,0.0,0.0,0.0,164.01,164.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.54,358.65,0.0,0.0,0.0,0.0,0.0,433.96,81.03,0.0,0.0,0.0,0.0,0.0,159.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,72.0,75.81,82.0,82.25,94.88,102.14,108.78,0.0,0.0,113.88,115.51,125.57,147.29,0.0,0.0,0.0,0.0,0.0,150.62,152.63,161.19,169.18,0.0,0.0,0.0,0.0,0.0,169.9,188.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.94,315.5,0.0,0.0,0.0,0.0,0.0,315.5,315.5,0.0,0.0,0.0,0.0,0.0,141.8,141.8,141.8,198.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,72.15,72.38,76.83,85.04,93.05,96.0,100.31,0.0,0.0,101.53,108.2,113.03,113.68,118.54,0.0,0.0,0.0,0.0,134.5,137.92,145.95,149.31,0.0,0.0,0.0,0.0,0.0,191.72,213.38,85.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,329.92,159.73,0.0,0.0,0.0,0.0,331.52,228.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,63.82,68.0,77.17,78.32,82.87,84.37,85.47,90.08,0.0,92.92,97.16,101.73,114.23,116.65,0.0,0.0,0.0,0.0,127.32,135.02,162.34,190.71,0.0,0.0,0.0,0.0,0.0,232.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.8,309.68,138.8,0.0,0.0,0.0,0.0,143.86,143.86,143.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,68.0,81.67,86.02,87.22,89.41,91.13,91.58,0.0,0.0,95.97,105.66,106.06,108.51,112.69,97.4,0.0,0.0,0.0,114.4,115.74,117.16,118.01,125.24,0.0,0.0,0.0,0.0,125.68,126.96,139.23,141.04,0.0,0.0,0.0,0.0,0.0,171.28,115.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.93,72.93,72.93,296.45,105.73,0.0,0.0,316.17,105.73,105.73,0.0,0.0,0.0,0.0,173.27,228.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,93.23,99.48,101.12,104.59,112.47,112.69,0.0,0.0,0.0,123.08,136.04,141.85,147.24,0.0,0.0,0.0,0.0,0.0,151.91,236.48,157.3,0.0,0.0,0.0,0.0,0.0,0.0,157.3,188.17,190.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.77,203.16,242.73,0.0,0.0,0.0,0.0,242.73,242.73,0.0,0.0,0.0,0.0,0.0,354.26,157.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,73.02,80.0,88.86,90.05,99.44,103.54,0.0,0.0,0.0,108.4,109.13,109.74,115.28,115.31,0.0,0.0,0.0,0.0,119.9,127.29,129.5,135.62,0.0,0.0,0.0,0.0,0.0,142.28,153.69,156.81,166.18,0.0,0.0,0.0,0.0,0.0,177.13,185.22,167.46,0.0,0.0,0.0,0.0,0.0,0.0,167.53,121.2,187.12,0.0,0.0,0.0,0.0,216.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64.88,92.15,92.24,95.39,100.03,114.53,0.0,0.0,0.0,116.36,117.19,126.92,128.75,129.84,0.0,0.0,0.0,0.0,136.88,147.62,156.44,163.18,0.0,0.0,0.0,0.0,0.0,175.52,177.24,184.03,0.0,0.0,0.0,0.0,0.0,0.0,196.48,217.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.83,279.98,0.0,0.0,0.0,0.0,0.0,158.66,165.87,205.12,0.0,0.0,0.0,0.0,218.23,271.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,82.18,86.88,88.01,92.97,93.56,94.19,85.87,0.0,0.0,104.1,109.45,113.43,130.68,138.95,0.0,0.0,0.0,0.0,176.32,178.48,210.0,0.0,0.0,0.0,0.0,0.0,0.0,217.91,115.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.93,174.93,174.93,104.67,0.0,0.0,0.0,302.49,319.08,0.0,0.0,0.0,0.0,0.0,110.13,110.13,110.13,186.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66.88,76.87,78.38,94.97,99.52,102.25,102.85,0.0,0.0,109.23,110.07,132.4,132.61,137.22,0.0,0.0,0.0,0.0,139.08,140.96,156.53,158.99,0.0,0.0,0.0,0.0,0.0,238.72,173.14,182.24,0.0,0.0,0.0,0.0,0.0,0.0,182.24,182.24,81.38,0.0,0.0,0.0,0.0,0.0,0.0,180.56,180.56,180.56,0.0,0.0,0.0,0.0,189.69,189.69,189.69,0.0,0.0,0.0,0.0,314.83,172.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,86.4,91.95,108.68,112.09,115.15,116.68,0.0,0.0,0.0,143.85,148.7,152.1,154.18,0.0,0.0,0.0,0.0,0.0,163.47,165.0,191.17,0.0,0.0,0.0,0.0,0.0,0.0,228.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.4,275.69,59.73,63.5,0.0,0.0,0.0,156.7,158.7,182.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,79.53,89.02,96.77,100.58,101.74,102.62,0.0,0.0,0.0,108.22,114.78,137.65,138.21,107.2,0.0,0.0,0.0,0.0,139.02,144.27,154.29,156.99,0.0,0.0,0.0,0.0,0.0,162.36,190.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,205.64,205.64,55.77,83.07,0.0,0.0,205.64,83.07,83.07,141.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,66.37,70.0,71.04,81.72,93.76,99.14,106.91,0.0,0.0,108.64,111.14,112.27,115.72,128.4,0.0,0.0,0.0,0.0,132.61,137.1,152.54,160.07,0.0,0.0,0.0,0.0,0.0,167.68,182.08,196.67,0.0,0.0,0.0,0.0,0.0,0.0,229.75,247.09,119.37,0.0,0.0,0.0,0.0,0.0,0.0,119.97,181.22,244.78,67.7,0.0,0.0,0.0,262.83,76.13,214.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,87.86,89.86,90.93,96.15,99.13,106.28,0.0,0.0,0.0,107.93,109.0,112.23,115.12,117.51,0.0,0.0,0.0,0.0,117.99,133.27,155.31,158.26,0.0,0.0,0.0,0.0,0.0,169.14,180.83,183.76,0.0,0.0,0.0,0.0,0.0,0.0,185.77,232.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,326.86,88.53,0.0,0.0,0.0,0.0,326.86,256.12,0.0,0.0,0.0,0.0,0.0,326.86,297.22,0.0,0.0,0.0,0.0,0.0,469.5,307.84,0.0,0.0,0.0,0.0
71,32.0,48.0,79.0,81.16,82.32,84.78,90.28,91.12,0.0,94.74,97.9,99.03,99.49,102.2,106.63,0.0,0.0,0.0,109.92,139.49,140.49,144.36,0.0,0.0,0.0,0.0,0.0,154.72,156.21,162.72,124.81,0.0,0.0,0.0,0.0,0.0,238.42,125.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.06,62.6,74.53,74.53,74.53,75.93,75.93,75.93,94.1,103.1,142.83,207.38,0.0,0.0,330.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,81.14,81.56,92.81,95.94,105.34,107.15,0.0,0.0,0.0,109.54,111.97,122.92,137.64,150.48,0.0,0.0,0.0,0.0,159.09,161.36,164.33,0.0,0.0,0.0,0.0,0.0,0.0,168.22,186.36,189.33,0.0,0.0,0.0,0.0,0.0,0.0,191.4,208.09,212.72,0.0,0.0,0.0,0.0,0.0,0.0,193.55,271.71,0.0,0.0,0.0,0.0,0.0,273.54,332.68,0.0,0.0,0.0,0.0,0.0,332.68,202.1,0.0,0.0,0.0,0.0,0.0,332.68,416.47,634.8,0.0,0.0,0.0
73,72.4,81.97,82.67,88.62,91.83,96.25,103.11,0.0,0.0,110.32,110.63,121.53,122.96,127.48,0.0,0.0,0.0,0.0,128.0,131.06,145.38,170.54,0.0,0.0,0.0,0.0,0.0,180.23,189.6,142.13,0.0,0.0,0.0,0.0,0.0,0.0,275.24,142.13,142.13,0.0,0.0,0.0,0.0,0.0,0.0,222.79,282.58,103.17,0.0,0.0,0.0,0.0,366.35,103.17,103.17,0.0,0.0,0.0,0.0,366.35,127.1,0.0,0.0,0.0,0.0,0.0,366.35,151.57,184.98,0.0,0.0,0.0
74,76.58,77.65,82.73,82.82,83.24,87.97,101.43,0.0,0.0,106.05,106.32,107.31,126.64,126.81,0.0,0.0,0.0,0.0,127.92,128.76,133.31,142.92,0.0,0.0,0.0,0.0,0.0,148.61,162.11,188.88,109.09,0.0,0.0,0.0,0.0,0.0,190.21,202.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.09,240.71,160.5,0.0,0.0,0.0,0.0,273.63,171.45,175.0,0.0,0.0,0.0,0.0,182.65,201.76,0.0,0.0,0.0,0.0,0.0,266.92,0.0,0.0,0.0,0.0,0.0
75,60.0,69.46,77.0,92.16,92.87,99.01,102.71,0.0,0.0,103.06,110.74,114.19,129.87,132.14,0.0,0.0,0.0,0.0,133.03,138.32,167.0,171.12,0.0,0.0,0.0,0.0,0.0,379.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.98,229.98,100.37,0.0,0.0,0.0,0.0,229.98,260.64,105.3,0.0,0.0,0.0,0.0,314.04,152.7,0.0,0.0,0.0,0.0,0.0,393.5,393.5,393.5,0.0,0.0,0.0
76,52.0,83.26,84.25,86.34,89.98,91.11,96.71,0.0,0.0,101.34,102.24,108.81,110.07,110.78,0.0,0.0,0.0,0.0,114.63,129.36,133.81,147.26,107.11,0.0,0.0,0.0,0.0,153.54,189.66,195.82,0.0,0.0,0.0,0.0,0.0,0.0,206.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.39,277.38,0.0,0.0,0.0,0.0,0.0,171.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,93.98,94.11,94.63,96.24,107.53,111.74,0.0,0.0,0.0,112.38,114.53,121.56,124.81,129.63,0.0,0.0,0.0,0.0,130.2,132.49,150.53,169.58,0.0,0.0,0.0,0.0,0.0,174.96,111.33,151.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.8,157.99,158.3,0.0,0.0,0.0,0.0,363.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,54.0,75.52,86.53,95.81,99.96,104.65,106.65,0.0,0.0,121.0,122.04,124.97,128.91,133.16,0.0,0.0,0.0,0.0,174.39,182.62,190.83,83.58,0.0,0.0,0.0,0.0,0.0,334.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.6,164.09,173.3,0.0,0.0,0.0,0.0,177.72,219.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
